Número Artículo,Cantidad Surtida,Cantidad Por Facturar,Id Docto Cargo,Folio Factura,Serie Factura,Tipo Documento,Estado Venta,Fecha,Descripción,Fecha Vencimiento,Usuario Alta,Observaciones,OCCliente,No. Docto. Venta
2866337CUM,1.0000,0.0000,3590096,,,Salidas en Vale,Devuelta,12/01/2026 10:14:37,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",07/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"16/12/2025 COTIZACIÓN MARIO RICO, PASAN A COBRO 2 CORES DE LA 4707CP",,4453
2866337CUM,4.0000,0.0000,3590872,3591807,109145ARLF,Salidas en Vale,Facturada,12/01/2026 21:50:15,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",25/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,30/12/2025 cotización Yonatan cobos,,4455
2866337CUM,4.0000,0.0000,3590875,,,Salidas en Vale,Devuelta,12/01/2026 23:07:51,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",22/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/01/2026  COTIZACION   YONATAN COBOS,,4458
2866337CUM,1.0000,0.0000,3591517,,,Salidas en Vale,Devuelta,13/01/2026 14:59:25,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",23/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/01/2026 COTIZACIÓN MARIO RICO,,4460
2866337CUM,4.0000,0.0000,3591735,3598770,109442ARLF,Salidas en Vale,Facturada,13/01/2026 21:22:11,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",23/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,08/01/2026 COTIZACION   YONATAN COBOS,,4462
2866337CUM,1.0000,0.0000,3592653,3592657,109175ARLF,Salidas en Vale,Facturada,14/01/2026 19:27:13,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/01/2026 COTIZACIÓN MARIO RICO,,4465
2866337CUM,1.0000,0.0000,3592661,,,Salidas en Vale,Devuelta,14/01/2026 20:30:08,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",24/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/01/2026   cotización Yonatan Cobos,,4468
2866337CUM,1.0000,0.0000,3593871,,,Salidas en Vale,Devuelta,16/01/2026 11:49:49,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO,,4474
2866337CUM,1.0000,0.0000,3593925,3593961,109225ARLF,Salidas en Vale,Facturada,16/01/2026 12:14:26,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"16/12/2025 COTIZACIÓN MARIO RICO, PASAN A COBRO 2 CORES DE LA 4707CP",,4475
2866337CUM,1.0000,0.0000,3593925,3593961,109225ARLF,Salidas en Vale,Facturada,16/01/2026 12:14:26,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"16/12/2025 COTIZACIÓN MARIO RICO, PASAN A COBRO 2 CORES DE LA 4707CP",,4475
2866337CUM,3.0000,0.0000,3594005,3594674,109265ARLF,Salidas en Vale,Facturada,16/01/2026 12:44:19,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",06/06/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/07/2025. COTIZACION FROYLAN LEDESMA PASA A COBRO CORE DE BATERIA,,4476
2866337CUM,1.0000,0.0000,3594289,,,Salidas en Vale,Devuelta,16/01/2026 15:43:35,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO,,4477
2866337CUM,1.0000,0.0000,3594965,3595215,109286ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,19/01/2026 09:46:43,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",29/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/01/2026   cotización Yonatan Cobos,,4480
2866337CUM,2.0000,0.0000,3595404,3595479,109295ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,19/01/2026 13:16:25,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,07/01/2026 cotización Yonatan Cobos,,4481
2866337CUM,1.0000,0.0000,3596766,3600535,109513ARLF,Salidas en Vale,Facturada,20/01/2026 22:54:51,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",30/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,15/01/2026 COTIZACIÓN MARIO RICO,,4489
2866337CUM,2.0000,0.0000,3597489,,,Salidas en Vale,Devuelta,21/01/2026 16:15:35,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/01/2026  COTIZACION YONATAN COBOS,,4490
2866337CUM,1.0000,0.0000,3597623,3600448,109506ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,21/01/2026 19:19:17,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/01/2026 COTIZACIÓN MARIO RICO,,4491
2866337CUM,1.0000,0.0000,3597623,3600448,109506ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,21/01/2026 19:19:17,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/01/2026 COTIZACIÓN MARIO RICO,,4491
2866337CUM,4.0000,0.0000,3597625,3598798,109443ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,21/01/2026 19:44:31,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/01/2026  COTIZACION   YONATAN COBOS,,4493
2866337CUM,4.0000,0.0000,3597625,3598798,109443ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,21/01/2026 19:44:31,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/01/2026  COTIZACION   YONATAN COBOS,,4493
2866337CUM,4.0000,0.0000,3598053,,,Salidas en Vale,Devuelta,22/01/2026 13:20:23,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",01/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4494
2866337CUM,2.0000,0.0000,3598053,,,Salidas en Vale,Devuelta,22/01/2026 13:20:23,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",01/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4494
2866337CUM,4.0000,0.0000,3598457,,,Salidas en Vale,Devuelta,22/01/2026 18:31:25,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4495
2866337CUM,2.0000,0.0000,3598457,,,Salidas en Vale,Devuelta,22/01/2026 18:31:25,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4495
2866337CUM,1.0000,0.0000,3599593,,,Salidas en Vale,Devuelta,24/01/2026 12:32:38,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",03/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4499
2866337CUM,1.0000,0.0000,3599655,,,Salidas en Vale,Devuelta,24/01/2026 13:53:58,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4501
2866337CUM,2.0000,0.0000,3602783,,,Salidas en Vale,Devuelta,29/01/2026 12:13:56,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",08/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4508
2866337CUM,2.0000,0.0000,3605342,3622216,110336ARLF,Salidas en Vale,Facturada,03/02/2026 13:37:46,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/02/2026 COTIZACION YONATAN COBOS,,4515
2866337CUM,2.0000,0.0000,3606331,,,Salidas en Vale,Devuelta,04/02/2026 14:41:31,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",25/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/02/2026    cotización Yonatan Cobos,,4521
2866337CUM,2.0000,0.0000,3607429,3607759,109777ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,05/02/2026 16:49:00,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",21/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/01/2026  COTIZACION YONATAN COBOS,,4527
2866337CUM,2.0000,0.0000,3607429,3607759,109777ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,05/02/2026 16:49:00,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",21/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/01/2026  COTIZACION YONATAN COBOS,,4527
2866337CUM,4.0000,0.0000,3607522,,,Salidas en Vale,Devuelta,05/02/2026 17:56:20,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4528
2866337CUM,2.0000,0.0000,3607522,,,Salidas en Vale,Devuelta,05/02/2026 17:56:20,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4528
2866337CUM,1.0000,0.0000,3607545,,,Salidas en Vale,Devuelta,05/02/2026 18:42:10,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",15/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4530
2866337CUM,4.0000,0.0000,3607888,,,Salidas en Vale,Devuelta,06/02/2026 11:24:51,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",21/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4533
2866337CUM,2.0000,0.0000,3607888,,,Salidas en Vale,Devuelta,06/02/2026 11:24:51,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",21/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4533
2866337CUM,4.0000,0.0000,3608885,3622131,110324ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,09/02/2026 10:46:42,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4536
2866337CUM,2.0000,0.0000,3608885,3622131,110324ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,09/02/2026 10:46:42,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4536
2866337CUM,2.0000,0.0000,3608903,,,Salidas en Vale,Devuelta,09/02/2026 10:51:40,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",19/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"06/02/2026  cotización Yonatan Cobos pasan a cobro 2 cores 4515CP
",,4537
2866337CUM,1.0000,0.0000,3609128,3622144,110326ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,09/02/2026 12:44:58,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4538
2866337CUM,1.0000,0.0000,3609306,3622261,110346ARLF,Salidas en Vale,Facturada,09/02/2026 14:03:14,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,07-08/02/2026 cotización   Yonatan cobos,,4539
2866337CUM,2.0000,0.0000,3610554,,,Salidas en Vale,Devuelta,11/02/2026 09:31:33,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4549
2866337CUM,1.0000,0.0000,3611013,,,Salidas en Vale,Devuelta,11/02/2026 13:20:31,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",21/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/02/2026  cotización Yonatan Cobos  PASAN A COBRO 2 CORES 4515CP,,4550
2866337CUM,1.0000,0.0000,3612183,,,Salidas en Vale,Devuelta,12/02/2026 16:55:11,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",22/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/02/2026 COTIZACIÓN JAVIER - YONATAN COBOS,,4553
2866337CUM,1.0000,0.0000,3612190,,,Salidas en Vale,Devuelta,12/02/2026 18:01:24,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",22/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/02/2026 COTIZACIÓN YONATAN COBOS,,4554
2866337CUM,1.0000,0.0000,3612289,,,Salidas en Vale,Devuelta,13/02/2026 09:50:07,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",23/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/02/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO CORE DE BALATA 4707CP,,4555
2866337CUM,1.0000,0.0000,3612345,,,Salidas en Vale,Devuelta,13/02/2026 10:19:59,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/02/2026 COTIZACIÓN JAVIER - YONATAN COBOS,,4556
2866337CUM,4.0000,0.0000,3613056,,,Salidas en Vale,Devuelta,13/02/2026 22:06:48,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",23/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,13/02/2025 - RESCATE - SILAO - ABRAHAM MORQUECHO - T-534 - MARIO RICO,,4559
2866337CUM,2.0000,0.0000,3614115,,,Salidas en Vale,Devuelta,16/02/2026 16:04:24,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",26/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14-15/02/2026   COTIZACION YONATAN COBOS  PASAN A COBRO 12 CORES 4707CP ,,4561
2866337CUM,3.0000,0.0000,3614268,,,Salidas en Vale,Devuelta,16/02/2026 22:03:03,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",26/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14/02/2026 RESCATE - TAMAULIPAS - T-501 - ABRAHAM MORQUECHO - MARIO RICO,,4565
2866337CUM,3.0000,0.0000,3614881,,,Salidas en Vale,Devuelta,17/02/2026 14:06:18,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/02/2026  COTIZACION YONATAN COBOS,,4566
2866337CUM,10.0000,0.0000,3615710,3622330,110361ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,18/02/2026 13:49:10,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",28/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,17/02/2026 cotización Yonatan Cobos,,4567
2866337CUM,2.0000,0.0000,3617740,3622240,110343ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,20/02/2026 18:40:42,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"06/02/2026  cotización Yonatan Cobos pasan a cobro 2 cores 4515CP
",,4570
2866337CUM,1.0000,0.0000,3617750,3622282,110349ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,20/02/2026 19:54:00,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/02/2026  cotización Yonatan Cobos  PASAN A COBRO 2 CORES 4515CP,,4573
2866337CUM,1.0000,0.0000,3617756,3622284,110350ARLF,Salidas en Vale,Facturada,20/02/2026 21:20:25,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/02/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO CORE DE BALATA 4707CP,,4574
2866337CUM,2.0000,0.0000,3617760,3622317,110356ARLF,Salidas en Vale,Facturada,20/02/2026 22:23:37,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14-15/02/2026   COTIZACION YONATAN COBOS  PASAN A COBRO 12 CORES 4707CP ,,4576
2866337CUM,3.0000,0.0000,3618034,3622335,110360ARLF,Salidas en Vale,Facturada,21/02/2026 12:52:49,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",03/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/02/2026  COTIZACION YONATAN COBOS   pasan a cobro 8 cores 4707cp,,4578
2866337CUM,2.0000,0.0000,3619826,3622217,110337ARLF,Salidas en Vale,Facturada,24/02/2026 21:21:55,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",17/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/02/2026    cotización Yonatan Cobos,,4581
2866337CUM,2.0000,0.0000,3622372,3622378,110364ARLF,Salidas en Vale,Facturada,27/02/2026 14:50:33,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",15/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4583
2866337CUM,5.0000,0.0000,3622736,,,Salidas en Vale,Devuelta,27/02/2026 21:43:53,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/02/2026 COTIZACION YONATAN COBOS,,4587
2866337CUM,1.0000,0.0000,3622739,,,Salidas en Vale,Devuelta,27/02/2026 23:11:43,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,,4588
2866337CUM,2.0000,0.0000,3622841,,,Salidas en Vale,Devuelta,28/02/2026 10:04:44,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/02/2025 COTIZACION YONATAN COBOS,,4589
2866337CUM,1.0000,0.0000,3624921,,,Salidas en Vale,Devuelta,03/03/2026 21:33:01,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",13/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 RESCATE - MATEHUALA - JOSE GTZ REYES - T505 - YONATAN COBOS,,4594
2866337CUM,2.0000,0.0000,3625499,,,Salidas en Vale,Devuelta,04/03/2026 13:35:30,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/03/26 COTIZACION YONATAN COBOS,,4595
2866337CUM,2.0000,0.0000,3625925,,,Salidas en Vale,Devuelta,04/03/2026 19:46:28,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",14/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN YONATAN COBOS,,4597
2866337CUM,2.0000,0.0000,3626658,,,Salidas en Vale,Devuelta,05/03/2026 16:36:55,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",15/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN YONATAN COBOS,,4600
2866337CUM,8.0000,0.0000,3626778,,,Salidas en Vale,Devuelta,05/03/2026 18:33:05,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN TEPEZALA - MARIO RICO,,4601
2866337CUM,2.0000,0.0000,3626778,,,Salidas en Vale,Devuelta,05/03/2026 18:33:05,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN TEPEZALA - MARIO RICO,,4601
2866337CUM,2.0000,0.0000,3629723,,,Salidas en Vale,Devuelta,10/03/2026 17:30:36,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN YONATAN COBOS,,4608
2866337CUM,1.0000,0.0000,3631598,,,Salidas en Vale,Devuelta,12/03/2026 17:53:16,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",22/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,,4613
2866337CUM,2.0000,0.0000,3632188,,,Salidas en Vale,Devuelta,13/03/2026 14:37:07,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",23/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/03/2026 cotización  Yonatan Cobos,,4616
2866337CUM,1.0000,0.0000,3632433,,,Salidas en Vale,Devuelta,13/03/2026 17:40:23,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",23/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,,4617
2866337CUM,1.0000,0.0000,3633744,,,Salidas en Vale,Devuelta,17/03/2026 19:04:01,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",27/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,13/03/2026 COTIZACIÓN MARIO RICO,,4619
2866337CUM,2.0000,0.0000,3633747,,,Salidas en Vale,Devuelta,17/03/2026 21:39:20,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",27/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14 Y 15/03/2026 COTIZACIÓN MARIO RICO,,4620
2866337CUM,1.0000,0.0000,3635376,,,Salidas en Vale,Devuelta,19/03/2026 15:05:34,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",29/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18/03/2026 cotización Yonatan Cobos,,4627
2866337CUM,1.0000,0.0000,3636350,,,Salidas en Vale,Devuelta,20/03/2026 15:37:10,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",30/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,19/03/2026 COTIZACION YONATAN COBOS,,4629
2866337CUM,1.0000,0.0000,3636701,,,Salidas en Vale,Devuelta,21/03/2026 11:29:48,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",31/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/03/2026  cotización  Yonatan Cobos,,4632
2866337CUM,2.0000,0.0000,3636954,,,Salidas en Vale,Devuelta,23/03/2026 09:58:01,"JUNTA DE ASBESTO 5"" TUBO DE ESCAPE AL CATALIZADOR VARIAS APLICACIONES",12/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/02/2025 COTIZACION YONATAN COBOS,,4633
